당일기준일,전일기준일,변화상태,종목명,종목코드,전일추천순위,당일추천순위,순위변화,전일결합액션,당일결합액션,전일종합점수,당일종합점수,종합점수변화,전일기술점수,당일기술점수,기술점수변화,전일밸류점수,당일밸류점수,밸류점수변화,전일20일돌파,당일20일돌파,전일거래량비율20일,당일거래량비율20일,거래량비율20일변화,전일상승여력(%),당일상승여력(%),상승여력변화(%)
2026-05-06,2026-05-05,유지,DB증권,016610,6.0,15.0,9.0,최종매수후보,최종매수후보,88.05696494234408,87.75659931283259,-0.3003656295114894,83.51495529612377,88.13893287803864,4.623977581914872,92.5989745885644,87.37426574762654,-5.224708840937865,1.0,1.0,3.632391093489718,3.721774023106693,0.08938292961697503,85.98974588564387,72.88348576557928,-13.10626012006459
2026-05-06,2026-05-05,유지,F&F,383220,28.0,27.0,-1.0,최종매수후보,최종매수후보,81.0457639298903,81.00023107040604,-0.04553285948425412,80.58124996275862,83.06814001454606,2.486890051787441,81.51027789702198,78.93232212626604,-2.577955770755935,1.0,1.0,5.995038229055493,2.0376143875754162,-3.9574238414800766,63.86196599541842,59.89588019425545,-3.9660858011629756
2026-05-06,2026-05-05,유지,한화,000880,4.0,2.0,-2.0,최종매수후보,최종매수후보,90.73585719773725,93.49725396073254,2.7613967629952896,84.68176292672105,88.88656547197847,4.204802545257422,96.78995146875344,98.10794244948661,1.3179909807331711,1.0,1.0,1.4186470417403207,2.058115696179795,0.6394686544394743,127.8995146875343,141.07942449486615,13.179909807331839
2026-05-06,2026-05-05,이탈,삼천리,004690,20.0,,,최종매수후보,,82.97599014702459,,,65.95198029404918,,,100.0,,,1.0,,0.8628458331578724,,,161.70512824971684,,
2026-05-06,2026-05-05,이탈,DN오토모티브,007340,46.0,,,최종매수후보,,75.40356177079701,,,91.02564648579046,,,59.78147705580358,,,1.0,,1.854506967388106,,,30.433041624313194,,
2026-05-06,2026-05-05,이탈,F&F홀딩스,007700,13.0,,,최종매수후보,,84.78077860566867,,,69.56155721133734,,,100.0,,,1.0,,2.768583250107005,,,457.3864127540162,,
2026-05-06,2026-05-05,이탈,NICE,034310,37.0,,,최종매수후보,,78.03534303005907,,,70.98300346423378,,,85.08768259588436,,,1.0,,2.1621169634308206,,,69.3656655321298,,
2026-05-06,2026-05-05,이탈,서희건설,035890,22.0,,,최종매수후보,,82.28678175709598,,,71.7751044328939,,,92.79845908129806,,,1.0,,,,,87.98459081298067,,
2026-05-06,2026-05-05,이탈,인화정공,101930,1.0,,,최종매수후보,,93.7937287973264,,,91.63948441581876,,,95.94797317883402,,,1.0,,10.95529484803772,,,119.47973178834026,,
2026-05-06,2026-05-05,이탈,아이티센글로벌,124500,17.0,,,최종매수후보,,83.83345304272133,,,84.99072438617438,,,82.67618169926828,,,1.0,,1.7867967717782771,,,65.65566415272043,,
2026-05-06,2026-05-05,이탈,iM금융지주,139130,15.0,,,최종매수후보,,84.27841789378873,,,78.44947701802553,,,90.10735876955192,,,1.0,,1.1935012080699452,,,77.08824426084912,,
