추천순위,결합순위,기준일,종목명,종목코드,시장,섹터그룹,종가,20일이평,60일이평,120일이평,200일이평,200일선상단여부,RSI14,MACD히스토그램,거래량비율20일,20일돌파,5일수익률(%),20일수익률(%),후행EPS(DART),컨센서스EPS(스크랩),자동선행EPS,원본EPS출처,EPS소스,수동선행EPS,모델EPS,현재PER,적정주가_기준,상승여력(%),밸류점수,적자여부,최대비중(%),기술점수,종합점수,결합액션,권장비중(%),마켓레짐,레짐비중배수,섹터PER상한,핵심요약,주의표시,volume_ratio_pct_rank,선정의견,판단코멘트
657,657,2026-04-28,카카오뱅크,323410,KS,은행,24950.0,24812.5,25138.33333333333,23478.75,24405.25,1,50.957340453397904,1.6890867947735444,0.905494143445127,0,0.0,4.175365344467652,1006.62214978647,1229.0,1229.0,DART,TRAILING_DART,,1006.62214978647,24.78586429405763,12079.46579743764,-51.585307425099636,5.0,0,3.0,42.01906637140934,23.50953318570467,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,46.90721649484536,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
658,658,2026-04-28,티엠씨,217590,KS,조선,29350.0,26895.0,20118.5,,,0,58.07180651118024,-145.29205989915317,0.385477051688933,0,0.0,56.61686232657417,-24.293163942812026,,-26.72248033709323,DART,TRAILING_DART,,-24.293163942812026,-1208.1588083418098,-291.5179673137443,-100.99324690737221,5.0,1,3.0,41.99422452920185,23.497112264600926,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,5.412371134020619,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
659,659,2026-04-28,씨엠티엑스,388210,KQ,반도체와반도체장비,152200.0,138335.0,139606.66666666666,,,0,56.86455813172448,1487.6336454669597,1.1364676867709984,0,1.0624169986719778,22.6430298146656,-2248.159868155967,7139.0,7139.0,DART,TRAILING_DART,,-2248.159868155967,-67.69981181313439,-26977.918417871606,-117.72530776469883,5.0,1,3.0,41.93133542079922,23.46566771039961,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,67.5257731958763,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
660,660,2026-04-28,씨앤씨인터내셔널,352480,KQ,화장품,30300.0,27320.0,29223.33333333333,30772.5,35248.0,0,62.996666520805405,560.2538097205252,2.305655953892742,0,10.786106032906773,15.209125475285168,1048.186336349765,,1153.0049699847416,DART,TRAILING_DART,,1048.186336349765,28.90707400891869,12578.23603619718,-58.487669847534065,5.0,0,3.0,41.52279731476959,23.261398657384795,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,91.62371134020619,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
661,661,2026-04-28,GKL,114090,KS,"호텔,레스토랑,레저",11980.0,11821.0,12352.666666666666,13292.75,14530.95,0,50.3702489074618,33.7546801637336,1.2665116593976655,0,-1.073492981007429,4.17391304347825,761.0031827640053,868.0,868.0,DART,TRAILING_DART,,761.0031827640053,15.742378312384954,9132.038193168064,-23.77263611712801,19.19894339751299,0,3.0,26.88267202318788,23.040807710350435,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,73.96907216494846,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
662,662,2026-04-28,안트로젠,065660,KQ,제약,37400.0,38975.0,41651.66666666666,37820.0,32519.25,1,42.10462930332324,1.731261345940311,0.3977006383893837,0,0.1338688085676054,-12.922002328288706,-137.3005968359301,,-151.03065651952312,DART,TRAILING_DART,,-137.3005968359301,-272.3950285860143,-1647.6071620311611,-104.40536674339882,5.0,1,3.0,40.350400536703674,22.675200268351837,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,5.927835051546391,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
663,663,2026-04-28,신라젠,215600,KQ,제약,3585.0,3773.0,3726.5833333333335,3474.583333333333,3302.175,1,43.70373616698084,-34.48613592411867,0.6382712172356962,0,-4.907161803713533,-5.657894736842106,-175.12483006205844,,-192.6373130682643,DART,TRAILING_DART,,-175.12483006205844,-20.47111194186224,-2101.4979607447012,-158.6191899789317,5.0,1,3.0,40.21576353290824,22.60788176645412,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,20.747422680412374,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
664,664,2026-04-28,루닛,328130,KQ,건강관리기술,38450.0,35782.5,37802.5,38911.25,40509.25,0,57.42441222718841,340.31519129729486,0.9405458850142224,0,5.054644808743158,17.76416539050536,-1618.2511744949595,,-1780.0762919444555,DART,TRAILING_DART,,-1618.2511744949595,-23.760217576854146,-19419.014093939513,-150.50458802064895,5.0,1,3.0,39.49863112209177,22.249315561045886,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,50.128865979381445,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
665,665,2026-04-28,한샘,009240,KS,가구,41150.0,39425.0,43023.333333333336,44275.833333333336,44532.5,0,54.56176223005063,299.8070771896248,2.8279828627222705,0,4.707379134860057,-0.2424242424242439,1966.5686221611625,999.0,999.0,DART,TRAILING_DART,,1966.5686221611625,20.924771979112617,23598.82346593395,-42.651704821545685,5.0,0,3.0,38.94015784929844,21.97007892464922,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,94.45876288659794,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
666,666,2026-04-28,동서,026960,KS,식품,26550.0,27172.5,26909.166666666668,27050.83333333333,27590.25,0,43.96141005422117,-131.29917138336947,0.9851531074650896,0,-1.4842300556586308,-2.925045703839124,1469.0440861584757,,1615.9484947743233,DART,TRAILING_DART,,1469.0440861584757,18.072977012846348,17628.52903390171,-33.60252717927793,10.597788718131813,0,3.0,33.1576924918454,21.87774060498861,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,55.02577319587629,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
667,667,2026-04-28,위메이드,112040,KQ,게임엔터테인먼트,24350.0,21807.5,24165.83333333333,25544.166666666668,27124.75,0,58.28842675388135,376.95091071072113,1.5009030561084975,0,1.0373443983402453,17.9176755447942,-796.5140476232767,,-876.1654523856045,DART,TRAILING_DART,,-796.5140476232767,-30.570710049192627,-9558.16857147932,-139.25325902044895,5.0,1,3.0,38.746790319994176,21.873395159997088,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,81.70103092783505,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
668,668,2026-04-28,신도리코,029530,KS,사무용전자제품,51200.0,51232.5,54138.333333333336,50828.75,48973.0,1,45.91469156367099,100.47502723183452,1.128749640400659,0,-0.5825242718446644,3.7487335359675855,2065.599573228113,,2272.1595305509245,DART,TRAILING_DART,,2065.599573228113,24.786991953132905,24787.194878737355,-51.58751000246611,5.0,0,3.0,38.36856157857943,21.684280789289716,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,66.75257731958763,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
669,669,2026-04-28,삼천당제약,000250,KQ,제약,432000.0,512400.0,651850.0,448945.8333333333,348713.0,1,37.778993924823816,-7774.908872465749,0.2722322769598168,0,-9.148264984227128,-47.88902291917974,512.8364480622635,,564.1200928684899,DART,TRAILING_DART,,512.8364480622635,842.3738243104572,6154.037376747161,-98.57545431093816,5.0,0,3.0,37.778212116008504,21.389106058004252,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,2.3195876288659796,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
670,670,2026-04-28,GRT,900290,KQ,화학,4095.0,5157.75,5135.083333333333,4127.041666666667,3683.65,1,31.37837986219708,-160.66203587063154,1.432585994140266,0,-19.54813359528488,-21.09826589595376,6.134013271490415,,6.747414598639457,DART,TRAILING_DART,,6.134013271490415,667.5890349035739,73.60815925788498,-98.2024869534094,5.0,0,3.0,37.64222900895861,21.321114504479304,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,79.76804123711341,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
671,671,2026-04-28,씨젠,096530,KQ,생명과학도구및서비스,24800.0,24040.0,24565.0,24745.0,25833.75,0,54.15499216242925,93.64333253818393,0.5215972942665076,0,-0.4016064257028162,13.501144164759715,927.6098085371052,,1020.3707893908158,DART,TRAILING_DART,,927.6098085371052,26.735379220613297,11131.317702445263,-55.11565442562394,5.0,0,3.0,37.36520319306114,21.18260159653057,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,12.5,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
672,672,2026-04-28,율촌화학,008730,KS,포장재,26800.0,26180.0,25884.166666666668,27365.83333333333,29161.25,0,54.99697003157058,17.175647496759098,0.7764886889083419,0,-5.964912280701751,15.021459227467805,167.94407262096777,,184.73847988306457,DART,TRAILING_DART,,167.94407262096777,159.57693285481292,2015.3288714516134,-92.48011615129995,5.0,0,3.0,37.34818251087771,21.174091255438857,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,34.02061855670103,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
673,673,2026-04-28,아세아시멘트,183190,KS,건축자재,12010.0,11342.5,12069.166666666666,12068.833333333334,12438.35,0,56.27503833970535,113.0766930401944,0.4473932725375924,0,3.445305770887175,15.703275529865124,450.1711315059365,,495.1882446565302,DART,TRAILING_DART,,450.1711315059365,26.67874317001072,5402.053578071238,-55.02036987451092,5.0,0,3.0,37.19017635745985,21.095088178729924,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,7.731958762886598,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
674,674,2026-04-28,카프로,006380,KS,화학,3660.0,3660.0,3660.0,3660.0,3660.0,0,,0.0,,1,0.0,0.0,-191.4799804847333,,-210.62797853320663,DART,TRAILING_DART,,-191.4799804847333,-19.11426975673737,-2297.7597658167997,-162.78032147040435,5.0,1,3.0,37.103896103896105,21.051948051948052,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
675,675,2026-04-28,금양,001570,KS,화학,9900.0,9900.0,9900.0,9900.0,9900.0,0,,0.0,,1,0.0,0.0,-1079.3320864650686,,-1187.2652951115756,DART,TRAILING_DART,,-1079.3320864650686,-9.172339193976518,-12951.985037580824,-230.82813169273558,5.0,1,3.0,37.103896103896105,21.051948051948052,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
676,676,2026-04-28,SPC삼립,005610,KS,식품,49600.0,49735.0,50679.16666666666,51320.41666666666,52485.25,0,43.08865063927958,40.94370060025204,2.065250010717808,0,-0.6012024048096198,0.2020202020202033,1626.502234265835,,1789.1524576924187,DART,TRAILING_DART,,1626.502234265835,30.49488586923969,19518.026811190022,-60.649139493568505,5.0,0,3.0,36.54058532791054,20.77029266395527,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,88.78865979381443,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
677,677,2026-04-28,롯데칠성,005300,KS,음료,122300.0,118745.0,125885.0,126740.0,125225.0,0,53.57955529442971,940.500019885034,0.8057283520257021,0,-0.8914100486223653,7.280701754385954,5517.727491258647,10718.0,10718.0,DART|DAILY_DISC,TRAILING_DART,,5517.727491258647,22.16492209768449,66212.72989510377,-45.8604007398988,5.0,0,3.0,36.35516973151089,20.677584865755446,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,37.371134020618555,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
678,678,2026-04-28,위메이드맥스,101730,KQ,게임엔터테인먼트,5870.0,5348.75,5746.0,6117.916666666667,6569.7,0,55.07516206243163,106.61522885102376,1.1166180502851342,0,-16.262482168330962,18.10865191146882,-427.03465929725,,-469.7381252269751,DART,TRAILING_DART,,-427.03465929725,-13.74595684963832,-5124.415911567,-187.2983971306133,5.0,1,3.0,36.313608293233735,20.656804146616867,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,65.33505154639175,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
679,679,2026-04-28,드림텍,192650,KS,핸드셋,6780.0,6624.5,7170.166666666667,7139.583333333333,6791.8,0,50.29602769165086,51.163910420665445,0.942225957607034,0,0.7429420505200568,8.133971291866038,192.0530053708924,,211.25830590798168,DART,TRAILING_DART,,192.0530053708924,35.30275398141506,2304.636064450709,-66.00831763347037,5.0,0,3.0,36.002600149316805,20.501300074658403,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,50.644329896907216,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
680,680,2026-04-28,케이아이엔엑스,093320,KQ,IT서비스,106500.0,106665.0,112558.33333333331,111187.5,102194.0,1,47.74494918020324,143.90948922793825,0.5106032232641876,0,-1.29749768303985,6.499999999999995,4012.026929713115,,4413.229622684426,DART,TRAILING_DART,,4012.026929713115,26.545185729253173,48144.32315655738,-54.79406276379588,5.0,0,3.0,35.78576362934659,20.392881814673295,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,11.597938144329897,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
681,681,2026-04-28,시노펙스,025320,KQ,핸드셋,6150.0,6035.0,6366.0,6213.567472330729,6357.902390136719,0,52.30526233972861,30.050051565760825,1.1482828368531122,0,-1.757188498402551,6.585788561525141,77.71876216401493,,85.49063838041643,DART,TRAILING_DART,,77.71876216401493,79.13147133019511,932.6251459681791,-84.8353634801922,5.0,0,3.0,35.61289817146132,20.30644908573066,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,68.04123711340206,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
682,682,2026-04-28,아크릴,0007C0,KQ,IT서비스,40000.0,36657.5,39058.333333333336,,,0,55.19170311509511,255.24218242492876,1.8400500648445264,0,7.671601615074031,27.18600953895072,,,-525.8000000000001,SCRAPE,FORWARD_AUTO,,-525.8000000000001,-76.07455306200075,-8069.784984394803,-120.17446246098702,5.0,1,3.0,35.53803146145759,20.269015730728796,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,86.72680412371135,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
683,683,2026-04-28,동아에스티,170900,KS,제약,45350.0,44895.0,46983.333333333336,48857.142805989584,47102.8570703125,0,50.28250584923917,173.3718193696676,1.2414328021435623,0,1.0022271714922093,3.5388127853881235,-3866.3649482993055,,-4253.001443129237,DART|DAILY_DISC,TRAILING_DART,,-3866.3649482993055,-11.729363525279233,-46396.379379591664,-202.30734152059907,5.0,1,3.0,34.98629597787872,19.99314798893936,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,72.29381443298969,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
684,684,2026-04-28,넥슨게임즈,225570,KQ,게임엔터테인먼트,11920.0,11797.5,11761.5,12250.416666666666,12951.3,0,53.84153855010577,15.85947600047163,0.7124951488846764,0,-0.8319467554076532,2.936096718480141,-938.6532259389415,,-1032.518548532836,DART,TRAILING_DART,,-938.6532259389415,-12.6990454734509,-11263.838711267299,-194.49529120190687,5.0,1,3.0,34.91756194618312,19.95878097309156,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,27.448453608247426,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
685,685,2026-04-28,신대양제지,016590,KS,포장재,12840.0,13135.5,13298.166666666666,13378.666666666666,12656.4,1,46.65390005981941,-46.73344334629861,0.1911425094482844,0,-4.179104477611939,-2.579666160849769,552.6959035501176,,607.9654939051294,DART,TRAILING_DART,,552.6959035501176,23.23158163019692,6632.3508426014105,-48.34617723830677,5.0,0,3.0,34.82367001478059,19.911835007390295,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,1.0309278350515463,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
686,686,2026-04-28,에스디바이오센서,137310,KS,건강관리장비와용품,8500.0,8208.0,8306.666666666666,8697.166666666666,9257.1,0,54.31006049536528,23.897755147343105,0.5746060330568646,0,-2.1864211737629424,11.111111111111116,-4251.697128762084,,-4676.8668416382925,DART,TRAILING_DART,,-4251.697128762084,-1.9992016699634587,-51020.365545145,-700.2395946487648,5.0,1,3.0,34.470540552681996,19.735270276340998,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,16.108247422680414,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
687,687,2026-04-28,와이바이오로직스,338840,KQ,생물공학,23150.0,25460.0,26647.5,25509.58333333333,20634.65,1,40.48932244460031,-214.86420814666255,0.5619993765717914,0,-1.906779661016944,-24.715447154471548,-2768.7729762412,,-3045.6502738653203,DART,TRAILING_DART,,-2768.7729762412,-8.361104430969895,-33225.2757148944,-243.52170935159566,5.0,1,3.0,34.326185895014824,19.663092947507412,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,15.721649484536082,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
688,688,2026-04-28,컴투스,078340,KQ,게임엔터테인먼트,33350.0,33347.5,33830.0,32551.25,34906.5,0,50.20217635446801,16.10874947246458,0.8376487745794763,0,1.2139605462822445,6.0413354531001495,774.4168606006643,2913.0,2913.0,DART,TRAILING_DART,,774.4168606006643,43.06466154950784,9293.002327207972,-72.13492555559829,5.0,0,3.0,34.317742524930566,19.658871262465283,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,40.07731958762887,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
689,689,2026-04-28,셀트리온제약,068760,KQ,제약,57900.0,56750.0,62958.333333333336,62497.17307942709,58910.06857421875,0,48.76058765235912,465.0745519686168,1.2697492177929497,0,0.6956521739130528,5.65693430656935,872.7401740971623,,960.0141915068784,DART,TRAILING_DART,,872.7401740971623,66.34276926680585,10472.882089165947,-81.91212074410026,5.0,0,3.0,34.063733979105244,19.531866989552622,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,74.22680412371135,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
690,690,2026-04-28,인벤티지랩,389470,KQ,제약,62300.0,62560.0,74140.0,74770.41666666667,60549.25,1,43.521156941606655,822.0537754329621,0.5406713412990598,0,1.9639934533551615,-4.885496183206106,-1198.3313724198003,,-1318.1645096617806,DART,TRAILING_DART,,-1198.3313724198003,-51.98895850836075,-14379.976469037603,-123.08182418786133,5.0,1,3.0,33.99846636410908,19.49923318205454,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,14.304123711340205,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
691,691,2026-04-28,파마리서치,214450,KQ,건강관리장비와용품,325000.0,303750.0,330933.3333333333,382804.1666666667,469240.0,0,56.56468627445112,4932.782094463771,1.2647575358879777,0,7.438016528925617,8.695652173913038,16194.526982434823,18767.0,18767.0,DART|DAILY_DISC,TRAILING_DART,,16194.526982434823,20.0685083517726,194334.3237892179,-40.20482344947142,5.0,0,3.0,33.58185572980141,19.290927864900706,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,73.71134020618557,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
692,692,2026-04-28,신풍제약,019170,KS,제약,11780.0,11214.0,11556.666666666666,12748.0,12909.75,0,53.09435784717702,80.54949680525411,0.3264071297874533,0,-0.8417508417508435,13.816425120772946,160.04206116303698,,176.0462672793407,DART,TRAILING_DART,,160.04206116303698,73.60565037961838,1920.5047339564437,-83.69690378644785,5.0,0,3.0,33.535560409316815,19.267780204658408,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,4.123711340206185,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
693,693,2026-04-28,펩트론,087010,KQ,생물공학,270500.0,270500.0,281841.6666666667,277791.6666666667,280135.0,0,48.03458274007846,1397.2024843230192,0.9537087289299,0,6.286836935166984,-7.836456558773419,-592.8539311714238,,-652.1393242885663,DART,TRAILING_DART,,-592.8539311714238,-456.26753197961824,-7114.247174057085,-102.63003592386583,5.0,1,3.0,33.41503433553657,19.207517167768284,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,52.9639175257732,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
694,694,2026-04-28,알지노믹스,476830,KQ,생물공학,186800.0,192935.0,175655.0,,,0,48.16549811670341,-2012.131316748575,0.659816644028424,0,0.3761418592154841,-5.465587044534415,-7450.241896312589,,-8195.26608594385,DART,TRAILING_DART,,-7450.241896312589,-25.0730114001338,-89402.90275575107,-147.86022631464192,5.0,1,3.0,32.94670029108798,18.97335014554399,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,22.551546391752577,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
695,695,2026-04-28,카카오페이,377300,KS,IT서비스,55300.0,53305.0,58522.5,54647.91666666666,56726.25,0,50.75004834095522,464.6647862674295,0.6762360446570973,0,-2.982456140350876,13.203684749232348,411.7767402043429,673.0,673.0,DART|DAILY_DISC,TRAILING_DART,,411.7767402043429,134.2960750346354,4941.320882452115,-91.06451919990576,5.0,0,3.0,32.72255138949883,18.861275694749416,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,24.0979381443299,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
696,696,2026-04-28,SK바이오팜,326030,KS,제약,102600.0,100445.0,104126.66666666669,115410.0,110395.0,0,52.37648648031089,427.06920762256937,0.8877453611095222,0,0.588235294117645,8.227848101265822,3233.8569478217287,3458.0,3458.0,DART,TRAILING_DART,,3233.8569478217287,31.726820838228367,38806.283373860744,-62.17711172138329,5.0,0,3.0,32.68872882186424,18.84436441093212,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,44.45876288659794,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
697,697,2026-04-28,넷마블,251270,KS,게임엔터테인먼트,50600.0,50417.5,52364.16666666666,51832.91666666666,55122.5,0,48.70301144687286,58.57409777856071,0.7234257355298238,0,0.0,2.8455284552845628,2816.2225225896063,4052.0,4052.0,DART,TRAILING_DART,,2816.2225225896063,17.96733020708594,33794.67027107527,-33.21211408878405,10.939400172313958,0,3.0,26.739269673790492,18.839334923052224,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,28.737113402061855,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
698,698,2026-04-28,한진칼,180640,KS,항공사,114700.0,113815.0,122328.33333333331,117409.16666666669,114836.5,0,47.88152974877902,586.7550747190667,0.7506246844359797,0,-3.6134453781512583,6.400742115027835,2384.3059941078404,,2622.736593518625,DART,TRAILING_DART,,2384.3059941078404,48.10624151574909,28611.671929294083,-75.05521191866252,5.0,0,3.0,32.67278060312044,18.83639030156022,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,31.958762886597935,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
699,699,2026-04-28,다날,064260,KQ,IT서비스,7650.0,7500.5,7768.333333333333,7476.083333333333,7984.6,0,51.89624988903567,6.296427633401379,0.5055293365405612,0,-2.91878172588832,28.35570469798658,-903.7482866552052,,-994.1231153207258,DART,TRAILING_DART,,-903.7482866552052,-8.464746338068135,-10844.979439862462,-241.7644371223851,5.0,1,3.0,32.561360385170346,18.780680192585173,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,11.211340206185568,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
700,700,2026-04-28,하이트진로,000080,KS,음료,17130.0,17107.0,17208.333333333332,17881.333333333332,18610.7,0,50.60877902245414,1.1027130034462118,0.9304355937251462,0,-0.2329644729178848,2.45215311004785,586.2702345669895,1526.0,1526.0,DART,TRAILING_DART,,586.2702345669895,29.21860771705724,7035.242814803874,-58.930281291279194,5.0,0,3.0,32.54189926128798,18.77094963064399,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,49.097938144329895,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
701,701,2026-04-28,에이비엘바이오,298380,KQ,생물공학,139400.0,158295.0,177205.0,179285.0,142173.0,0,37.59944213669575,253.76909451636493,6.585303956206981,0,-10.58370750481078,-15.97347799879445,-676.5353762502151,-3830.0,-3830.0,DART,TRAILING_DART,,-676.5353762502151,-206.0498310859109,-8118.424515002582,-105.82383394189567,5.0,1,3.0,32.49182112414614,18.74591056207307,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,99.0979381443299,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
702,702,2026-04-28,알테오젠,196170,KQ,생물공학,376500.0,364825.0,373441.6666666667,428220.8333333333,438670.0,0,54.06115795649691,2122.92361718607,1.0924533903007931,0,2.0325203252032464,10.248901903367493,2711.798253116258,,2982.978078427884,DART,TRAILING_DART,,2711.798253116258,138.8377618310454,32541.579037395095,-91.35681831676094,5.0,0,3.0,32.45471918861146,18.72735959430573,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,63.4020618556701,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
703,703,2026-04-28,삼양컴텍,484590,KQ,우주항공과국방,12810.0,12448.0,12582.166666666666,12860.75,,0,52.46560728894279,110.94807886006784,0.6677780212022605,0,2.1531100478468845,10.335917312661502,550.0936418068718,,605.1030059875591,DART,TRAILING_DART,,550.0936418068718,23.28694430628843,6601.123701682462,-48.46897969022278,5.0,0,3.0,32.42142632810419,18.710713164052095,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,23.45360824742268,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
704,704,2026-04-28,카페24,042000,KQ,IT서비스,26400.0,26580.0,30163.33333333333,31417.5,35182.25,0,41.94601665999691,164.38117713997258,1.3946615908729854,0,-3.119266055045866,0.0,1610.647456811006,,1771.7122024921066,DART,TRAILING_DART,,1610.647456811006,16.39092396561477,19327.76948173207,-26.788751963136104,16.559842032255908,0,3.0,19.939487843134952,18.249664937695428,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,78.09278350515464,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
705,705,2026-04-28,SK케미칼,285130,KS,화학,57700.0,56175.0,59500.0,64790.0,64774.0,0,51.51188940506172,358.36786267904165,1.6936279024411385,0,-0.17301038062284,9.695817490494306,1577.992536519657,,1735.791790171623,DART,TRAILING_DART,,1577.992536519657,36.56544544073719,18935.910438235886,-67.18213095626363,5.0,0,3.0,31.051714231453627,18.025857115726815,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,85.18041237113401,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
706,706,2026-04-28,삼양홀딩스,000070,KS,화학,69000.0,67710.0,68220.0,71091.38932291667,82975.1791796875,0,52.12616875250081,190.46313297111843,0.846737404541674,0,1.3215859030837107,4.545454545454541,-38403.39315443869,,-42243.73246988256,DART,TRAILING_DART,,-38403.39315443869,-1.7967162360502236,-460840.71785326424,-767.8850983380642,5.0,1,3.0,30.654428015337196,17.827214007668598,제외,0.0,NEUTRAL,0.8,,비밸류평가,EPS없음,40.59278350515464,관망,현재 강한 매수 신호는 없습니다. 관망이 적절합니다.
